Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Application Developer,Accenture,18.0,,Gurugram,Minimum . 18 year(s) of experience is required. Educational Qualification : 15 years fu...,"project management, project management process, application development, project / program management, agile, c#, team management, program management",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-gurugram-18-to-23-years-191224917739
Application Developer,Accenture,3.0,,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","javascript, software development life cycle, java, visual basic, agile methodology, c#, css, oracle",9,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224923305
Industry Consultant: Industry.Banking,IBM,3.0,,Mumbai,3+ years of experience in Finacle Core modules with techno-functional expertise|Provide...,"project management, techno functional, business analysis, user stories, brd, data analysis, gap analysis, business analytics",1,https://www.naukri.com/job-listings-industry-consultant-industry-banking-ibm-india-pvt-limited-mumbai-3-to-8-years-181224904298
Application Support Engineer,Accenture,5.0,,Bengaluru,Project Role :Application Support EngineerProject Role Description :Act as software det...,"epic, system support, technical support, application support, troubleshooting, hipaa, us healthcare, business analysis",10,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-091224915739
Security Delivery Senior Analyst,Accenture,2.0,,Bengaluru,You need to have a genuine interest in the information security domain and have the spu...,"risk management, project management, cyber security, risk governance, security+, it risk management, it security, network security",2,https://www.naukri.com/job-listings-security-delivery-senior-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-171224912832
Application Developer,Accenture,7.0,,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"plsql, spring boot, software engineering, bigquery, oracle procedural language, rest, css, oracle",9,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224919480
SALES & MARKETING ANALYST IV,TE Connectivity India,3.0,,Bengaluru,Proficient in all Microsoft Office applications as well as CRM software . Critical Expe...,"Market development, B2B, Sales, Renewable energy, Aerospace, Wellness, RFQ, Key account management",1,https://www.naukri.com/job-listings-sales-marketing-analyst-iv-te-connectivity-india-private-limited-bengaluru-3-to-7-years-181224504168
Manufacturing Engineer 3,Caterpillar Inc,8.0,,Aurangabad,"Bachelor of engineering in Mechanical/ Industrial, Manufacturing or equivalent with at ...","Cycle time reduction, Cutting tools, Manufacturing engineering, CNC programming, Machine shop, PPAP, RFQ, Automotive",1,https://www.naukri.com/job-listings-manufacturing-engineer-3-caterpillar-india-private-ltd-aurangabad-8-to-10-years-181224500578
Senior Software Engineer,Morningstar,2.0,,"Noida, Gurugram, Delhi / NCR",Title: Senior Software Engineer The Group: The Financial Planning group builds solutio...,"MS Dynamics, .net, Azure, Power Apps, Application, Dynamics, Microsoft Azure, Powerapps",1,https://www.naukri.com/job-listings-senior-software-engineer-morningstar-noida-gurugram-delhi-ncr-2-to-7-years-181224014067
Package Consultant: SAP FIN FI,IBM,3.0,,Kolkata,Experience in working with teams to prioritize work and drive system solutions by clear...,"software testing, sap fi, unit testing, planning management, user acceptance testing, aa, sap fico implementation, accounts receivable",1,https://www.naukri.com/job-listings-package-consultant-sap-fin-fi-ibm-india-pvt-limited-kolkata-3-to-6-years-181224916277
Application Developer,Accenture,7.0,,Hyderabad,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"unit testing, oracle scm, transportation, supply chain management, troubleshooting, c#, rest, python",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-7-to-12-years-191224912997
Senior Oracle DBA,Oracle,6.0,,Mumbai,"About The Role : As a member of the Support organization, your focus is to deliver pos...","exadata, performance tuning, oracle rac, golden gate, oracle database, statspack, recovery, imp",7,https://www.naukri.com/job-listings-senior-oracle-dba-oracle-india-pvt-ltd-mumbai-6-to-10-years-121224906477
Security Architect,Accenture,12.0,,Gurugram,Project Role :Security ArchitectProject Role Description :Define the cloud security fra...,"cloud security, access management, security framework, security engineering, sailpoint, risk management, security assessment, cyber security",2,https://www.naukri.com/job-listings-security-architect-accenture-solutions-pvt-ltd-gurugram-12-to-17-years-171224915902
Application Developer,Accenture,6.0,,Pune,"Project Role Description : Design, build and configure applications to meet business pr...","net fullstack, ssi, debugging, application development, .net, css, jquery, sql",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-6-to-11-years-171224912366
Application Lead,Accenture,7.0,,Hyderabad,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","data services, data analytics, microsoft azure, application development, sql, sap bi, oracle, sap bods",1,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-hyderabad-7-to-12-years-181224918094
Full Stack Engineer,Accenture,7.0,,Mumbai,Project Role :Full Stack EngineerProject Role Description :Responsible for developing a...,"sql, java, software development, kafka, full stack, css, c++, bootstrap",9,https://www.naukri.com/job-listings-full-stack-engineer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224916995
Security Architect,Accenture,7.0,,Mumbai,Project Role :Security ArchitectProject Role Description :Define the cloud security fra...,"cloud security, network security, security engineering, cloud infrastructure, security framework, security assessment, security controls, cyber security",9,https://www.naukri.com/job-listings-security-architect-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-101224916342
Associate Consultant : HCM Functional,Oracle,0.0,,Bengaluru,Engineering graduates with MBA (HR) will be preferred. Knowledge of PeopleSoft / EBS or...,"core hr, hcm, peoplesoft, compensation, payroll, workday functional, hr generalist activities, oracle",15,https://www.naukri.com/job-listings-associate-consultant-hcm-functional-oracle-india-pvt-ltd-bengaluru-0-to-2-years-041224909250
Performance Engineer,Accenture,5.0,,Coimbatore,Project Role : Performance EngineerProject Role Description : Diagnose issues that an i...,"performance testing, jmeter, performance measurement, apache, testing methodologies, load runner, vugen, hp performance center",0,https://www.naukri.com/job-listings-performance-engineer-accenture-solutions-pvt-ltd-coimbatore-5-to-10-years-191224911910
Application Developer,Accenture,3.0,,"Mumbai, Jaipur","Project Role :Application DeveloperProject Role Description :Design, build and configur...","sql, java, rest, software development, full stack, css, web services, jquery",8,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-jaipur-3-to-8-years-111224909273
Java Fullstack-Angular,Capgemini,9.0,,Pune,He should be strong in analytical and logical skills . Primary Skills . Proficient in J...,"hibernate, microservices, spring boot, angular, java, rest, css, software development",5,https://www.naukri.com/job-listings-java-fullstack-angular-capgemini-technology-services-india-limited-pune-9-to-12-years-131224921116
Digital Engineering- PLM,Capgemini,6.0,,Mumbai,"Well versed in Agile / Scrum and SDLC processes Experience in requirements gathering, d...","visio, scrum, agile, sdlc, sdlc process, discrete manufacturing, project management, sap",2,https://www.naukri.com/job-listings-digital-engineering-plm-capgemini-technology-services-india-limited-mumbai-6-to-11-years-161224915749
SAP ILM/Archiving Consultant,Infosys,5.0,,Hyderabad,"Bachelor of Engineering, Bachelor Of Technology Preferred Skills: Technology->SAP Techn...","fi, ais, sd, sap consulting, sap archiving, python, sap, adobe forms",5,https://www.naukri.com/job-listings-sap-ilm-archiving-consultant-infosys-limited-hyderabad-5-to-7-years-131224921401
Application Developer,Accenture,5.0,,Pune,"Project Role : Application Developer. Project Role Description : Design, build and conf...","continuous integration, ci/cd, cloud native, microservices, api, rest, api gateway, serverless",5,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-5-to-10-years-131224919666
Engineer - Assembly / Servicing,Kennametal,4.0,,Bengaluru,"EXPERIENCE . 3 - 4 Years for B E, 4 -6 years for Diploma in the relevant field Product ...","Procurement, Product quality, SAP, Industrial relations, Aerospace, Plant engineering, Machine commissioning, Outsourcing",30,https://www.naukri.com/job-listings-engineer-assembly-servicing-kennametal-india-bengaluru-4-to-6-years-050224501552
Ceph L3 Engineer,IBM,4.0,,Pune,The IBM Storage Software team is looking for a Ceph L3 Engineer to join us in Bangalore...,"distribution system, microservices, system administration, user experience design, linux, redux, software development, docker",5,https://www.naukri.com/job-listings-ceph-l3-engineer-ibm-india-pvt-limited-pune-4-to-9-years-141224906036
Application Tech Support Practitioner,Accenture,0.0,,Gurugram,Minimum . 0-2 year(s) of experience is required. Educational Qualification : 15 years f...,"itil framework, remedy, service desk management, servicenow, incident management, project management, service management, customer service",0,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-gurugram-0-to-2-years-191224912805
Application Developer,Accenture,7.0,,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","ms dynamics crm, data modeling, web technologies, microsoft dynamics crm technical, crm, rest, css, confluence",3,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-161224909196
Application Lead,Accenture,5.0,,Noida,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap, system administration, sap abap development, sap basis administration, sap abap, oracle, performance tuning, data dictionary",0,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-noida-5-to-10-years-191224917652
ATCi - IX - Technical Publication - Aeronautics - WDM - Senior Analyst,Accenture,4.0,,Bengaluru,Creation of required mockup for the illustrations that have to be revised or newly crea...,"sap, cms, impact analysis, gidoca, engineering design, c#, technical writing, arbortext epic editor",26,https://www.naukri.com/job-listings-atci-ix-technical-publication-aeronautics-wdm-senior-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-231124900410
Software Development Engineer,Accenture,5.0,,Mumbai,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","css, software development, hibernate, spring, java server pages, rest, web application, jsp",9,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224920383
Application Developer,Accenture,5.0,,Gurugram,Educational Qualification : 15 years full time education. Summary :As an Application De...,"cloud services, sql queries, oracle, database management, software development life cycle, c#, python, software development",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-gurugram-5-to-10-years-171224915364
Application Lead,Accenture,7.0,,Pune,Minimum 5 year(s) of experience is required. Educational Qualification : graduateExperi...,"microservices, software engineering, mongodb, rest, spring boot, ado.net, autocad, jquery",3,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-7-to-12-years-161224909463
"Information Security Specialist, AVP",Deutsche Bank,3.0,,Pune,3-5 years of work experience in the Information Technology area (common operating syste...,"Information Security, threat analysis, IT Audit, cloud security, cyber security, Project management, threat operations, vulnerability management",7,https://www.naukri.com/job-listings-information-security-specialist-avp-deutsche-bank-ag-pune-3-to-5-years-121224911268
AEM Developer - Chennai/Bangalore/Hyderabad Location,Photon,5.0,,"Hyderabad, Chennai, Bengaluru",Mode of employment - Full time Experience - 5 to 9 years,"Cq5, Aem, Adobe, Development",1,https://www.naukri.com/job-listings-aem-developer-chennai-bangalore-hyderabad-location-photon-hyderabad-chennai-bengaluru-5-to-10-years-181224010339
Testing and Commissioning (Mechanical),Adani Group,7.0,,Hyderabad,"Role & responsibilities Monitor installation, submittals and usage of engineering tool...","Testing And Commissioning, Mechanical, Data Center, Commissioning, Data, Center, Software testing, Compensation",0,https://www.naukri.com/job-listings-testing-and-commissioning-mechanical-adani-group-hyderabad-7-to-12-years-121023007860
Engineering Services Lead,Accenture,2.0,,Bengaluru,Creation of required mockup for the illustrations that have to be revised or newly crea...,"sap, cms, wiring, impact analysis, engineering design, project management, mechanical engineering, engineering drawing",8,https://www.naukri.com/job-listings-engineering-services-lead-accenture-solutions-pvt-ltd-bengaluru-2-to-6-years-101224924061
Industry X - Software Engineering - Application Developer - 11,Accenture,2.0,,Bengaluru,"Proficient experience with web technologies, frameworks, and tools like HTML, CSS, Java...","rest, spring boot, java, microservices development, manufacturing, oracle pl, redux, css",26,https://www.naukri.com/job-listings-industry-x-software-engineering-application-developer-11-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-231124900392
Application Lead,Accenture,7.0,,Pune,Educational Qualification : 15 years full time education. Summary :As an Application Le...,"aspnet programming languages, sap abap development, sap hana, sap abap, abap, sap, data dictionary, bapis",3,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-7-to-12-years-151224902488
Lead Data Engineer,TVS Motor,7.0,,Bengaluru,"Kafka) and batch data processing frameworks, DAG schedulers (Airflow, Luigi, etc). We a...","continuous integration, data management, data, analytical, datafactory, ci/cd, tools, azure devops",14,https://www.naukri.com/job-listings-lead-data-engineer-tvs-motors-bengaluru-7-to-12-years-051224006788
Application Developer,Accenture,3.0,,Mumbai,Educational Qualification : 15 years full time education. Summary :As an Application De...,"rest, software development, java standard edition, spring integration, spring batch, rdbms, unit testing, hibernate",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-161224916046
Security Architect,Accenture,5.0,,Pune,Must have skills : SailPoint IdentityIQMinimum . 5 year(s) of experience is required Go...,"cloud security, access management, identityiq, security engineering, sailpoint, security assessment, cyber security, information security",2,https://www.naukri.com/job-listings-security-architect-accenture-solutions-pvt-ltd-pune-5-to-10-years-161224915864
Infrastructure Engineer,Accenture,7.0,,Coimbatore,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 Years ful...,"network infrastructure, information technology, wan, vpn, lan, network security, dns, microsoft azure",0,https://www.naukri.com/job-listings-infrastructure-engineer-accenture-solutions-pvt-ltd-coimbatore-7-to-12-years-191224913188
Senior PLSQL JAVA Support Specialist,Oracle,0.0,,"Pune, Bengaluru","BE/BTECH/MCA with Oracle PL/SQL, Core JAVA/J2EE knowledge; experience in banking IT pre...","plsql, sql, oracle modules, application server, oracle database, websphere, soa, investment banking",15,https://www.naukri.com/job-listings-senior-plsql-java-support-specialist-oracle-india-pvt-ltd-pune-bengaluru-0-to-2-years-041224909875
Application Developer,Accenture,3.0,,Mumbai,"Good to have knowledge of application integration, system administration automation, an...","sql, data analysis, sql server, application development, powershell scripting, css, hawkeye, dbms",9,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224919172
Deputy Manager - Module Process,Adani Group,13.0,,Mundra,Document Management System as per QMS requirement . Coordinating and conducting Process...,"CTQ, Root cause analysis, External audit, MIS, Process capability, Troubleshooting, Raw material, IMS",2,https://www.naukri.com/job-listings-deputy-manager-module-process-adani-group-mundra-13-to-15-years-171224502189
Application Developer,Accenture,5.0,,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","machine learning, machine learning algorithms, duck creek, statistics, data munging, algorithms, python, data analysis",9,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224915088
Application Developer,Accenture,5.0,,Coimbatore,Professional AttributesA:Good communication and analytical skills B:Good Team Player C:...,"software development, pega platform, business design, scrum, agile, pega prpc, architecting, project management",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-coimbatore-5-to-10-years-191224911856
Technology Architect,Accenture,7.0,,Bengaluru,"Provide input into final decisions regarding hardware, network products, system softwar...","ssi, react.js, node.js, lambda expressions, aws, java sdk, tagging, python",27,https://www.naukri.com/job-listings-technology-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-221124918632
Service - Sprinklr Consultant,Accenture,2.0,,Bengaluru,The Strategy & Consulting Global Network SONG Practice | Sprinklr Join our team of SONG...,"nuance, microsoft dynamics, ci/cd, sprinklr, aws, digital marketing, gvp, genesys",8,https://www.naukri.com/job-listings-service-sprinklr-consultant-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-111224908275
EDS Coordinator II,Worley,2.0,,Mumbai,Bachelor s degree in EngineeringContinually seeking opportunities to increase end-user ...,"3D, HP data protector, Analytical, Consulting, Plant design, EPC, User support, Troubleshooting",6,https://www.naukri.com/job-listings-eds-coordinator-ii-worley-mumbai-2-to-8-years-131224500205
Application Developer,Accenture,5.0,,Pune,Educational Qualification : 15 years full time education. Summary :As an Application De...,"performance tuning, sap abap development, sap hana, sap abap, abap, css, sap, web services",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-5-to-10-years-161224916024
Backend Engineer- Java Developer- Mumbai,Hdfc Bank,11.0,,Mumbai(Kanjurmarg East),Job Summary:We are seeking an experienced Back-End Developer specializing in Java to jo...,"Java Frameworks, Coding, Java Spring Boot, Software Engineer, Microservices, MVC, Java Development, Framework",2,https://www.naukri.com/job-listings-backend-engineer-java-developer-mumbai-hdfc-bank-mumbai-11-to-14-years-051224005593
Lead UX Designer,Siemens,6.0,,Bengaluru,"Being proficient with UX design process, Lean UX methodologies . Possessing knowledge w...","Interpersonal skills, Illustrator, Interaction design, Javascript, Siemens, HTML, Photoshop, Individual Contributor",1,https://www.naukri.com/job-listings-lead-ux-designer-siemens-limited-bengaluru-6-to-10-years-181224502565
Application Developer-Sterling Order Management,IBM,5.0,,Bengaluru,Required Technical and Professional Expertise . Technical Expertise: Minimum 5 year and...,"om, crm, erp, ibm sterling, xslt, kubernetes, xsd, solution development",0,https://www.naukri.com/job-listings-application-developer-sterling-order-management-ibm-india-pvt-limited-bengaluru-5-to-8-years-191224904071
Application Support Engineer,Accenture,2.0,,Mumbai,Minimum 2 year(s) of experience is required. Educational Qualification : 15 years full ...,"software troubleshooting, endpoint, vb script, powershell, itil, tcp, soc, ip",9,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-mumbai-2-to-6-years-101224919798
Python Developer Lead - Immediate Joiner,Calsoft,6.0,,"Indore, Pune, Bengaluru",6-8 years of experience in server-side application development with strong knowledge of...,"Linux, Networking, Python, Java, Command C, Web Application, Application, C",1,https://www.naukri.com/job-listings-python-developer-lead-immediate-joiner-calsoft-indore-pune-bengaluru-6-to-8-years-181224005602
Software Development Engineer,Accenture,5.0,,Mumbai,Educational Qualification : 15 years of full time education. Summary :As a Software Dev...,"sap, distribution, sap presales, sap fiori, sap integration, c#, sap upgrade, software development",14,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-051224915966
Sales/BD -Manager - Pune,KPMG India,14.0,,Mumbai,"Bachelor s degree or higher in Information Technology, Engineering, or a related field ...","Solution sales, Domestic sales, adobe analytics, SFDC, GCP, Focus, Consulting, professional services",3,https://www.naukri.com/job-listings-sales-bd-manager-pune-kpmg-india-mumbai-14-to-16-years-161224503553
Application Developer,Accenture,3.0,,Chennai,Minimum . 3 year(s) of experience is required. Educational Qualification : 15 years ful...,"java, software development, appian, appian process automation, agile, css, web services, jsp",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-chennai-3-to-8-years-191224912371
Package Consultant: Oracle Business Analytics,IBM,3.0,,Kolkata,"3+ years in Oracle Business Analytics, hands-on with Oracle Applications R12, expertise...","oracle, business analytics, plsql, sql, agile, python, project management, data analysis",1,https://www.naukri.com/job-listings-package-consultant-oracle-business-analytics-ibm-india-pvt-limited-kolkata-3-to-5-years-181224904334
Team Member Sales & Marketing,Mukand Ltd,5.0,,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Position Requirements . Bachelors degree in Engineering or equivalent is required . Mas...,"Cold calling, Marketing Manager, Sales, Heavy machinery, Incharge, MIS, Equipment manufacturing, Techno-commercial",30,https://www.naukri.com/job-listings-team-member-sales-marketing-mukand-ltd-mumbai-nagpur-thane-nashik-pune-aurangabad-5-to-10-years-141024501996
Application Developer,Accenture,5.0,,Ahmedabad,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"sap, sap fi, accounting, sap s hana, sap fico, fico, accounts receivable, accounts payable",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-ahmedabad-5-to-10-years-191224912112
SAP ABAP - HR Developer,Infosys,8.0,,Chennai,Job TitleSAP ABAP - HR Developer Responsibilities A day in the life of an InfoscionAs...,"sap hr, module pool programming, oops, wda, abap, ess, soa, mss",5,https://www.naukri.com/job-listings-sap-abap-hr-developer-infosys-limited-chennai-8-to-11-years-131224921294
Payments - GPP - Professional,Infosys,3.0,,Pune,Bachelor of Engineering Preferred Skills: Banking->GPP,"gpp, payments, financial services, quality engineering, swift, injectables, pharmaceutical, process development",5,https://www.naukri.com/job-listings-payments-gpp-professional-infosys-limited-pune-3-to-5-years-131224921175
Application Developer,Accenture,3.0,,"Noida, Pune",Key Responsibilities :a:Design Build custom enhancement interface integration with othe...,"sap abap development, oops, sap abap, sap hana, abap, bdc, sap, web services",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-noida-pune-3-to-8-years-191224917809
Manager- Quality,Sterling And Wilson Renewable Energy,4.0,,Remote,Preferred candidate profile : With Solar Exp. .,"Solar Energy, Solar, Quality, QAQC, Quality Inspection, Quality Management, Energy, Management",2,https://www.naukri.com/job-listings-manager-quality-sterling-and-wilson-renewable-energy-dhule-4-to-9-years-231024014849
Application Tech Support Practitioner,Accenture,5.0,,Pune,Project Role :Application Tech Support PractitionerProject Role Description :Act as the...,"ci management, configuration management, bmc, it infrastructure, itil, dbms, control-m, change management",2,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-pune-5-to-10-years-171224912141
Sr. Associate For SAP ABAP,Genpact,2.0,,Hyderabad,". . . . . . . Should be conversant with different Workflow Administration, Workflow Con...","Unix, Business objects, SAP, Project management, Javascript, Workflow, Troubleshooting, ABAP",1,https://www.naukri.com/job-listings-sr-associate-for-sap-abap-headstrong-genpact-hyderabad-2-to-7-years-181224500462
S&CGN - Tech Strategy & Advisory-Enterprise Architecture - Oil and Gas,Accenture,15.0,,Bengaluru,"Insight into the industrys shift towards sustainability and renewable energy, including...","Enterprise Architecture, IT services management, agile, business models, risk management, technical architecture, operating models, financial models",5,https://www.naukri.com/job-listings-s-cgn-tech-strategy-advisory-enterprise-architecture-oil-and-gas-accenture-solutions-pvt-ltd-bengaluru-15-to-21-years-141224906591
Application Developer,Accenture,3.0,,Ahmedabad,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development, spring boot, java, git, agile, rest, css, python",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-ahmedabad-3-to-8-years-191224913168
Application Developer,Accenture,3.0,,Mumbai,"Minimum 3 years experience in Snowflake Data Warehouse and strong SQL skills|Design, bu...","snowflake, unit testing, warehouse, sql, database creation, schema, talend, microsoft azure",14,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-051224917287
Application Developer,Accenture,3.0,,Pune,Educational Qualification : 15 years full time education. Summary :As a Test Automation...,"java, python, software testing, automation testing, troubleshooting, continuous integration, css, web services",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-3-to-8-years-161224916258
Application Developer,Accenture,3.0,,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","net fullstack, event driven architecture, microservices, software development methodologies, api, rest, kubernetes, oracle",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-171224912298
GN_SAP Platform _ Resources - Solution Architect_ CL6,Accenture,10.0,,"Mumbai, Pune, Gurugram","S&C GN SAP Platform Manager, Senior ManagerFind endless opportunities to solve our clie...","presentation skills, sales, sap platform, sap s hana, solution design, erp, sap, supply chain",7,https://www.naukri.com/job-listings-gn-sap-platform-resources-solution-architect-cl6-accenture-solutions-pvt-ltd-mumbai-pune-gurugram-10-to-15-years-111224921656
IT Service Management Representative,Accenture,2.0,,Mumbai,"Specialize in the delivery of one of the processes, or provide management and coordinat...","ibm api connect, service operations, it operations, api, itil, websphere mq, rest, release management",9,https://www.naukri.com/job-listings-it-service-management-representative-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-101224922222
React JS Developer,Infosys,5.0,,Pune,"Bachelor Of Technology, Bachelor of Engineering Analytical abilities, Strong Technical ...","javascript, debugging, software quality assurance, project life cycle, agile methodology, redux, css, jquery",5,https://www.naukri.com/job-listings-react-js-developer-infosys-limited-pune-5-to-8-years-131224921564
Technology Architect,Accenture,3.0,,"Indore, Pune, Bengaluru",Educational Qualification : 15 years full time educationEducational Qualification:15 ye...,"sap, system software, technology architecture, technical architecture, sap vistex, project management, oracle, sap sd",5,https://www.naukri.com/job-listings-technology-architect-accenture-solutions-pvt-ltd-indore-pune-bengaluru-3-to-8-years-131224919879
GN - A&D - MRO - Consultant,Accenture,6.0,,Bengaluru,Candidate must. possess deep knowledge of integration points of EAM/ Service with QM/ C...,"service management, mro, eam, pm, sap eam, sap dms, project management, erp",23,https://www.naukri.com/job-listings-gn-a-d-mro-consultant-accenture-solutions-pvt-ltd-bengaluru-6-to-9-years-261124917749
Application Developer,Accenture,3.0,,"Indore, Coimbatore",Minimum . 3 year(s) of experience is required. Educational Qualification : 15 years ful...,"spring boot, git, java, postgresql, agile, rest, software development, web services",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-indore-coimbatore-3-to-8-years-191224917351
Application Developer,Accenture,2.0,,Nagpur,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","performance tuning, sap hana administration, ui, sap basis, sap basis administration, css, sap, oracle",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-nagpur-2-to-7-years-191224913095
Program/Project Management Representative,Accenture,2.0,,Bengaluru,Project Role :Program/Project Management RepresentativProject Role Description :Deliver...,"software development, information management, labvantage, application development, java, project management, oracle, software testing",1,https://www.naukri.com/job-listings-program-project-management-representative-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-181224918310
"Java/Oracle, AVP",Deutsche Bank,8.0,,Pune,"Role Descri ption In order to do this, we must ensure that we remain an engineering foc...","Java, cqrs, kubernetes, dbms, bootstrap, financial services, solid principles, sql",7,https://www.naukri.com/job-listings-java-oracle-avp-deutsche-bank-ag-pune-8-to-13-years-121224909443
Senior Angular Developer,Siemens,6.0,,Pune,You have experience creating Single Page Applications (SPAs) with Angular and TypeScrip...,"Graphics, Automation, Backend, SVG, Analytical, Consulting, Javascript, Siemens",1,https://www.naukri.com/job-listings-senior-angular-developer-siemens-limited-pune-6-to-8-years-181224504901
Application Developer,Accenture,3.0,,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap, sap mm materials management, sap business bydesign, materials management module, sap mm, software testing, sap sd, data migration",13,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-061224917511
Application Developer,Accenture,5.0,,Bengaluru,Must have skills : Spring BootMinimum . 5 year(s) of experience is requiredStay updated...,"software development, maven, spring boot, java, design patterns, rest, oracle, software testing",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915789
Senior Engineer,Adani Group,3.0,,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Monitoring of AHP, ESP operation & Electrical Systems Ensure Safe isolation and nor...","team training, team management, team motivation, production, team handling, customer service, equipment, team coaching",29,https://www.naukri.com/job-listings-senior-engineer-adani-group-mumbai-nagpur-thane-nashik-pune-aurangabad-3-to-7-years-201124513647
IN-Senior Manager _ ITGC _ITRA_ Advisory,Pricewaterhouse Coopers Private Limited,,,Mumbai,"Summary A career within Internal Audit services, will provide you with an oppo...","Manager Internal Audit, Data analysis, Financial reporting, Cisa, Corporate governance, Risk assessment, Analytical, ISO 27001",3,https://www.naukri.com/job-listings-in-senior-manager-itgc-itra-advisory-pricewaterhouse-coopers-private-limited-mumbai-12-to-12-years-161224501195
Testing-Automation-Senior,EY,5.0,,Noida,Candidate should have knowledge on TestNG and Cucumber BDD Frameworks to conduct automa...,"automation framework, Automation, Debugging, Consulting, Test planning, Regression testing, Selenium, Test cases",1,https://www.naukri.com/job-listings-testing-automation-senior-ernst-young-noida-5-to-10-years-181224500341
